x-axis,1
second,Volt
-1.100000E-06,+4.980602961034E+00
-1.098900E-06,+4.980602961034E+00
-1.097800E-06,+5.019195925444E+00
-1.096700E-06,+5.038492407650E+00
-1.095600E-06,+5.077085372061E+00
-1.094500E-06,+5.077085372060E+00
-1.093400E-06,+4.980602961034E+00
-1.092300E-06,+4.980602961034E+00
-1.091200E-06,+4.980602961034E+00
-1.090100E-06,+4.884120550007E+00
-1.089000E-06,+4.884120550007E+00
-1.087900E-06,+4.884120550007E+00
-1.086800E-06,+4.980602961034E+00
-1.085700E-06,+4.980602961034E+00
-1.084600E-06,+4.903417032212E+00
-1.083500E-06,+4.884120550007E+00
-1.082400E-06,+4.884120550007E+00
-1.081300E-06,+4.884120550007E+00
-1.080200E-06,+4.884120550007E+00
-1.079100E-06,+4.884120550007E+00
-1.078000E-06,+4.884120550007E+00
-1.076900E-06,+4.864824067801E+00
-1.075800E-06,+4.787638138980E+00
-1.074700E-06,+4.787638138980E+00
-1.073600E-06,+4.787638138980E+00
-1.072500E-06,+4.691155727953E+00
-1.071400E-06,+4.691155727953E+00
-1.070300E-06,+4.691155727953E+00
-1.069200E-06,+4.691155727953E+00
-1.068100E-06,+4.710452210158E+00
-1.067000E-06,+4.691155727953E+00
-1.065900E-06,+4.594673316926E+00
-1.064800E-06,+4.594673316926E+00
-1.063700E-06,+4.594673316926E+00
-1.062600E-06,+4.594673316926E+00
-1.061500E-06,+4.498190905899E+00
-1.060400E-06,+4.498190905899E+00
-1.059300E-06,+4.498190905899E+00
-1.058200E-06,+4.498190905899E+00
-1.057100E-06,+4.498190905899E+00
-1.056000E-06,+4.401708494872E+00
-1.054900E-06,+4.382412012666E+00
-1.053800E-06,+4.305226083845E+00
-1.052700E-06,+4.363115530462E+00
-1.051600E-06,+4.324522566050E+00
-1.050500E-06,+4.305226083845E+00
-1.049400E-06,+4.305226083845E+00
-1.048300E-06,+4.208743672818E+00
-1.047200E-06,+4.208743672818E+00
-1.046100E-06,+4.208743672818E+00
-1.045000E-06,+4.112261261791E+00
-1.043900E-06,+4.112261261791E+00
-1.042800E-06,+4.112261261791E+00
-1.041700E-06,+4.015778850764E+00
-1.040600E-06,+4.015778850764E+00
-1.039500E-06,+3.919296439737E+00
-1.038400E-06,+3.919296439737E+00
-1.037300E-06,+3.919296439737E+00
-1.036200E-06,+3.919296439737E+00
-1.035100E-06,+3.919296439737E+00
-1.034000E-06,+3.822814028710E+00
-1.032900E-06,+3.822814028710E+00
-1.031800E-06,+3.784221064298E+00
-1.030700E-06,+3.726331617683E+00
-1.029600E-06,+3.649145688861E+00
-1.028500E-06,+3.726331617683E+00
-1.027400E-06,+3.629849206656E+00
-1.026300E-06,+3.629849206656E+00
-1.025200E-06,+3.533366795629E+00
-1.024100E-06,+3.533366795629E+00
-1.023000E-06,+3.436884384602E+00
-1.021900E-06,+3.417587902396E+00
-1.020800E-06,+3.340401973575E+00
-1.019700E-06,+3.340401973575E+00
-1.018600E-06,+3.243919562548E+00
-1.017500E-06,+3.243919562548E+00
-1.016400E-06,+3.243919562548E+00
-1.015300E-06,+3.205326598136E+00
-1.014200E-06,+3.147437151521E+00
-1.013100E-06,+3.147437151521E+00
-1.012000E-06,+3.050954740494E+00
-1.010900E-06,+3.031658258288E+00
-1.009800E-06,+2.954472329468E+00
-1.008700E-06,+2.857989918441E+00
-1.007600E-06,+2.780803989618E+00
-1.006500E-06,+2.761507507414E+00
-1.005400E-06,+2.761507507414E+00
-1.004300E-06,+2.761507507414E+00
-1.003200E-06,+2.761507507414E+00
-1.002100E-06,+2.665025096387E+00
-1.001000E-06,+2.568542685360E+00
-999.900E-09,+2.549246203153E+00
-998.800E-09,+2.472060274333E+00
-997.700E-09,+2.414170827715E+00
-996.600E-09,+2.375577863306E+00
-995.500E-09,+2.279095452279E+00
-994.400E-09,+2.279095452279E+00
-993.300E-09,+2.240502487867E+00
-992.200E-09,+2.182613041252E+00
-991.100E-09,+2.182613041252E+00
-990.000E-09,+2.086130630225E+00
-988.900E-09,+2.086130630225E+00
-987.800E-09,+2.086130630225E+00
-986.700E-09,+1.989648219198E+00
-985.600E-09,+1.989648219198E+00
-984.500E-09,+1.893165808169E+00
-983.400E-09,+1.777386914937E+00
-982.300E-09,+1.700200986117E+00
-981.200E-09,+1.700200986117E+00
-980.100E-09,+1.700200986117E+00
-979.000E-09,+1.603718575090E+00
-977.900E-09,+1.584422092883E+00
-976.800E-09,+1.507236164063E+00
-975.700E-09,+1.410753753036E+00
-974.600E-09,+1.410753753036E+00
-973.500E-09,+1.314271342009E+00
-972.400E-09,+1.294974859802E+00
-971.300E-09,+1.217788930982E+00
-970.200E-09,+1.159899484364E+00
-969.100E-09,+1.121306519955E+00
-968.000E-09,+1.121306519955E+00
-966.900E-09,+1.024824108928E+00
-965.800E-09,+928.341697901E-03
-964.700E-09,+831.859286875E-03
-963.600E-09,+735.376875848E-03
-962.500E-09,+735.376875848E-03
-961.400E-09,+735.376875848E-03
-960.300E-09,+638.894464821E-03
-959.200E-09,+542.412053794E-03
-958.100E-09,+542.412053794E-03
-957.000E-09,+445.929642767E-03
-955.900E-09,+445.929642767E-03
-954.800E-09,+445.929642767E-03
-953.700E-09,+445.929642767E-03
-952.600E-09,+349.447231740E-03
-951.500E-09,+252.964820711E-03
-950.400E-09,+156.482409686E-03
-949.300E-09,+156.482409686E-03
-948.200E-09,+59.999998659E-03
-947.100E-09,+59.999998659E-03
-946.000E-09,-36.482412368E-03
-944.900E-09,-55.778894576E-03
-943.800E-09,-171.557787808E-03
-942.700E-09,-229.447234422E-03
-941.600E-09,-325.929645449E-03
-940.500E-09,-325.929645449E-03
-939.400E-09,-345.226127656E-03
-938.300E-09,-422.412056476E-03
-937.200E-09,-518.894467503E-03
-936.100E-09,-615.376878530E-03
-935.000E-09,-615.376878532E-03
-933.900E-09,-711.859289557E-03
-932.800E-09,-711.859289557E-03
-931.700E-09,-769.748736175E-03
-930.600E-09,-808.341700584E-03
-929.500E-09,-904.824111611E-03
-928.400E-09,-904.824111611E-03
-927.300E-09,-1.001306522638E+00
-926.200E-09,-1.059195969256E+00
-925.100E-09,-1.097788933665E+00
-924.000E-09,-1.097788933667E+00
-922.900E-09,-1.213567826899E+00
-921.800E-09,-1.290753755718E+00
-920.700E-09,-1.290753755718E+00
-919.600E-09,-1.387236166745E+00
-918.500E-09,-1.387236166747E+00
-917.400E-09,-1.483718577772E+00
-916.300E-09,-1.522311542185E+00
