x-axis,1
second,Volt
-1.100000E-06,+4.594673316926E+00
-1.098900E-06,+4.575376834720E+00
-1.097800E-06,+4.498190905899E+00
-1.096700E-06,+4.498190905899E+00
-1.095600E-06,+4.498190905899E+00
-1.094500E-06,+4.498190905899E+00
-1.093400E-06,+4.498190905899E+00
-1.092300E-06,+4.459597941488E+00
-1.091200E-06,+4.401708494872E+00
-1.090100E-06,+4.401708494872E+00
-1.089000E-06,+4.401708494872E+00
-1.087900E-06,+4.305226083845E+00
-1.086800E-06,+4.305226083845E+00
-1.085700E-06,+4.305226083845E+00
-1.084600E-06,+4.228040155023E+00
-1.083500E-06,+4.208743672818E+00
-1.082400E-06,+4.208743672818E+00
-1.081300E-06,+4.112261261791E+00
-1.080200E-06,+4.112261261791E+00
-1.079100E-06,+4.112261261791E+00
-1.078000E-06,+4.112261261791E+00
-1.076900E-06,+4.092964779585E+00
-1.075800E-06,+4.015778850764E+00
-1.074700E-06,+4.015778850764E+00
-1.073600E-06,+4.015778850764E+00
-1.072500E-06,+3.919296439737E+00
-1.071400E-06,+3.899999957531E+00
-1.070300E-06,+3.784221064299E+00
-1.069200E-06,+3.726331617683E+00
-1.068100E-06,+3.726331617683E+00
-1.067000E-06,+3.629849206656E+00
-1.065900E-06,+3.629849206656E+00
-1.064800E-06,+3.629849206656E+00
-1.063700E-06,+3.629849206656E+00
-1.062600E-06,+3.629849206656E+00
-1.061500E-06,+3.629849206656E+00
-1.060400E-06,+3.629849206656E+00
-1.059300E-06,+3.533366795629E+00
-1.058200E-06,+3.475477349012E+00
-1.057100E-06,+3.436884384602E+00
-1.056000E-06,+3.340401973575E+00
-1.054900E-06,+3.243919562548E+00
-1.053800E-06,+3.243919562548E+00
-1.052700E-06,+3.186030115932E+00
-1.051600E-06,+3.147437151521E+00
-1.050500E-06,+3.050954740494E+00
-1.049400E-06,+3.031658258288E+00
-1.048300E-06,+2.954472329468E+00
-1.047200E-06,+2.896582882851E+00
-1.046100E-06,+2.857989918441E+00
-1.045000E-06,+2.857989918441E+00
-1.043900E-06,+2.935175847261E+00
-1.042800E-06,+2.857989918441E+00
-1.041700E-06,+2.800100471824E+00
-1.040600E-06,+2.684321578591E+00
-1.039500E-06,+2.665025096387E+00
-1.038400E-06,+2.665025096387E+00
-1.037300E-06,+2.568542685360E+00
-1.036200E-06,+2.472060274333E+00
-1.035100E-06,+2.375577863306E+00
-1.034000E-06,+2.472060274333E+00
-1.032900E-06,+2.472060274333E+00
-1.031800E-06,+2.433467309921E+00
-1.030700E-06,+2.375577863306E+00
-1.029600E-06,+2.279095452279E+00
-1.028500E-06,+2.182613041252E+00
-1.027400E-06,+2.182613041252E+00
-1.026300E-06,+2.182613041252E+00
-1.025200E-06,+2.028241183608E+00
-1.024100E-06,+1.989648219198E+00
-1.023000E-06,+1.893165808171E+00
-1.021900E-06,+1.893165808171E+00
-1.020800E-06,+1.796683397144E+00
-1.019700E-06,+1.738793950527E+00
-1.018600E-06,+1.700200986117E+00
-1.017500E-06,+1.700200986117E+00
-1.016400E-06,+1.603718575090E+00
-1.015300E-06,+1.603718575090E+00
-1.014200E-06,+1.507236164063E+00
-1.013100E-06,+1.507236164063E+00
-1.012000E-06,+1.507236164063E+00
-1.010900E-06,+1.410753753036E+00
-1.009800E-06,+1.372160788624E+00
-1.008700E-06,+1.314271342009E+00
-1.007600E-06,+1.217788930982E+00
-1.006500E-06,+1.217788930982E+00
-1.005400E-06,+1.217788930982E+00
-1.004300E-06,+1.121306519955E+00
-1.003200E-06,+1.063417073338E+00
-1.002100E-06,+1.024824108928E+00
-1.001000E-06,+928.341697901E-03
-999.900E-09,+928.341697901E-03
-998.800E-09,+831.859286875E-03
-997.700E-09,+773.969840257E-03
-996.600E-09,+658.190947025E-03
-995.500E-09,+638.894464819E-03
-994.400E-09,+542.412053794E-03
-993.300E-09,+542.412053794E-03
-992.200E-09,+542.412053794E-03
-991.100E-09,+445.929642767E-03
-990.000E-09,+349.447231740E-03
-988.900E-09,+330.150749533E-03
-987.800E-09,+252.964820713E-03
-986.700E-09,+195.075374095E-03
-985.600E-09,+156.482409686E-03
-984.500E-09,+156.482409686E-03
-983.400E-09,+59.999998659E-03
-982.300E-09,-36.482412368E-03
-981.200E-09,-94.371858986E-03
-980.100E-09,-132.964823395E-03
-979.000E-09,-132.964823395E-03
-977.900E-09,-229.447234422E-03
-976.800E-09,-268.040198835E-03
-975.700E-09,-325.929645449E-03
-974.600E-09,-325.929645449E-03
-973.500E-09,-422.412056476E-03
-972.400E-09,-441.708538683E-03
-971.300E-09,-518.894467503E-03
-970.200E-09,-615.376878530E-03
-969.100E-09,-692.562807353E-03
-968.000E-09,-711.859289557E-03
-966.900E-09,-731.155771764E-03
-965.800E-09,-808.341700584E-03
-964.700E-09,-904.824111611E-03
-963.600E-09,-982.010040434E-03
-962.500E-09,-1.001306522638E+00
-961.400E-09,-1.001306522638E+00
-960.300E-09,-1.097788933665E+00
-959.200E-09,-1.097788933665E+00
-958.100E-09,-1.194271344692E+00
-957.000E-09,-1.290753755718E+00
-955.900E-09,-1.290753755718E+00
-954.800E-09,-1.387236166745E+00
-953.700E-09,-1.387236166745E+00
-952.600E-09,-1.464422095569E+00
-951.500E-09,-1.483718577772E+00
-950.400E-09,-1.503015059980E+00
-949.300E-09,-1.580200988799E+00
-948.200E-09,-1.676683399826E+00
-947.100E-09,-1.773165810853E+00
-946.000E-09,-1.869648221880E+00
-944.900E-09,-1.869648221880E+00
-943.800E-09,-1.869648221880E+00
-942.700E-09,-1.869648221880E+00
-941.600E-09,-1.946834150704E+00
-940.500E-09,-1.966130632907E+00
-939.400E-09,-2.062613043934E+00
-938.300E-09,-2.159095454961E+00
-937.200E-09,-2.216984901579E+00
-936.100E-09,-2.255577865988E+00
-935.000E-09,-2.255577865988E+00
-933.900E-09,-2.352060277015E+00
-932.800E-09,-2.352060277015E+00
-931.700E-09,-2.448542688042E+00
-930.600E-09,-2.448542688042E+00
-929.500E-09,-2.545025099069E+00
-928.400E-09,-2.641507510096E+00
-927.300E-09,-2.680100474509E+00
-926.200E-09,-2.737989921123E+00
-925.100E-09,-2.737989921123E+00
-924.000E-09,-2.737989921123E+00
-922.900E-09,-2.757286403330E+00
-921.800E-09,-2.834472332150E+00
-920.700E-09,-2.834472332150E+00
-919.600E-09,-2.834472332150E+00
-918.500E-09,-2.930954743177E+00
-917.400E-09,-2.950251225384E+00
-916.300E-09,-3.027437154204E+00
